mmsi,reason,span_km,ping_count,name,type
992116017,aton,29.631,82,Odas Mtm02,other
992116018,aton,38.221,12,Odas Mtm03,other
992116019,aton,35.353,80,Odas Mtm04,other
992191040,aton,57.599,22,Mobile Odas 1,other
992191532,stationary,0.002,80,MMSI 992191532,other
992191533,stationary,0.004,82,MMSI 992191533,other
992191534,stationary,0.003,66,MMSI 992191534,other
992191535,aton,4.267,78,MMSI 992191535,other
992191536,stationary,0.006,2544,Dkntm 343-20,other
992191537,stationary,0.006,2544,Dkntm 343-20,other
992195001,stationary,0.0,2,Odas_Bms02 83%,other
992195010,stationary,0.037,2,Odas_Bms01 100%,other
992195011,stationary,0.089,34,Odas_Bms02 83%,fishing
992196020,stationary,0.003,318,Y3_Dw_Lpo,other
992196021,stationary,0.002,346,Y5_Dw_Lpo,other
992196022,stationary,0.003,382,Y7_Dw_Lpo,other
992196023,stationary,0.003,130,Y9_Dw_Lpo,other
992196024,stationary,0.003,244,Y11_Dw_Lpo,other
992196025,stationary,0.003,342,Y13_Dw_Lpo,other
992196026,stationary,0.003,242,Y15_Dw_Lpo,other
992196027,stationary,0.002,394,Y2_Dw_Lpo,other
992196028,stationary,0.006,386,Y4_Dw_Lpo,other
992196029,stationary,0.002,226,Y6_Dw_Lpo,other
992196030,stationary,0.006,354,Y8_Dw_Lpo,other
992196031,stationary,0.003,372,Y10_Dw_Lpo,other
992196032,stationary,0.002,364,Y12_Dw_Lpo,other
992196033,stationary,0.003,384,Y14_Dw_Lpo,other
992196034,stationary,0.002,250,Y16_Dw_Lpo,other
992196035,stationary,0.003,380,Y18_Dw_Lpo,other
992196036,stationary,0.003,362,Y20_Dw_Lpo,other
992196037,stationary,0.002,348,Y22_Dw_Lpo,other
992196038,stationary,0.002,248,Y24_Dw_Lpo,other
992196039,stationary,0.0,34,MMSI 992196039,other
992196041,aton,6.421,145,Y1_Dw_Lpo,other
992196042,stationary,0.001,2714,Skagerrak,other
992196043,stationary,0.002,2930,Tss Skagen West,other
992196044,stationary,0.002,2714,T7,other
992196045,stationary,0.003,2930,Tss Entrance To The,other
992196046,stationary,0.0,102,Itz Se,other
992196147,stationary,0.0,2,Wreck Ref Dnw020-22,other
992196148,stationary,0.0,2,Wreck Ref Dnw021-22,other
992196149,stationary,0.0,94,Gas Leakage Ref Dnw,other
992196150,stationary,0.0,94,Gas Ref Dnw 231-22,other
992196151,stationary,0.0,58,Gas Ref. Dnw 231-22,other
992196152,stationary,0.0,52,Danger Area 4 Rad 5,other
992196153,aton,188.739,338,Danger Area 1-  500M,other
992196154,aton,380.905,320,Danger Area 2 - 500,other
992196155,stationary,0.006,294,Danger Area 1 500M,other
992196156,stationary,0.002,294,Danger Area 2 - 500M,other
992196157,stationary,0.0,26,Hirtshals Havn Stb. 1,other
992196158,stationary,0.0,16,Dw Fyns Hoved Bb 3,other
992198001,aton,4.643,9,Mobile Odas 1,other
992303000,stationary,0.0,2,O 1A,other
992303001,stationary,0.0,2,Ke 1,other
992303002,stationary,0.0,2,Ke 2,other
992303003,aton,258.805,14,Reini 17,other
992303004,aton,6.092,6,Ke 2,other
992303005,stationary,0.0,4,Ke 1,other
992303006,stationary,0.0,4,Ke 3,other
992303007,stationary,0.0,4,Ke 4,other
992303008,stationary,0.0,4,O 1A,other
992304001,stationary,0.0,92,Suomen Leijona,other
992304002,stationary,0.0,94,Kalliomatala,other
992304003,stationary,0.0,6,Sand,other
992305500,stationary,0.0,2,Brudstens Grund,other
992305505,stationary,0.0,12,Odas Buoy Cpa 0.3,other
992306000,stationary,0.0,92,Reini 8,other
992306001,stationary,0.0,4,Reini 7,other
992306002,stationary,0.0,2,Reini 16,other
992306003,stationary,0.0,2,Ljy 1,other
992306004,stationary,0.0,2,Ljy 2,other
992306005,stationary,0.194,72,Reini 7,other
992306006,aton,0.619,82,Reini 16,other
992306007,aton,0.332,90,Ljy 1,other
992306008,stationary,0.062,70,Ljy 1,other
992306009,aton,0.75,70,Ljy 2,other
992306010,aton,0.812,82,Reini 6,other
992306011,stationary,0.0,30,Ljy 3,other
992306015,stationary,0.0,50,Reini 17,other
992306028,stationary,0.0,10,Withdrawn Ke 4,other
992306029,stationary,0.0,10,Withdrawn Ke 3,other
992306030,stationary,0.0,8,Withdrawn Ke 2,other
992306031,aton,255.668,14,Reini 17,other
992306032,aton,210.089,14,It Inen Merenkurkku,other
992306033,aton,16.865,12,Waldersgrund,other
992306034,stationary,0.0,8,Norrsk Rin Pohjoinen,other
992306035,aton,16.865,10,Gloppet,other
992306036,aton,238.175,10,Winter Pilot B Pos,other
992306037,aton,174.428,16,Winter Pilot B Pos,other
992306038,aton,49.722,8,Winter Pilot B Posit,other
992306039,aton,136.01,6,Winter Pilot B Pos,other
992306040,stationary,0.0,4,Winter Pilot B Pos,other
992306042,stationary,0.0,4,Winter Pilot B Pos,other
992306043,stationary,0.0,2,Winter Pilot B Pos,other
992306064,stationary,0.0,2,Withdrawn O 1A,other
992306065,stationary,0.0,2,Withdrawn Ke 1,other
992306066,stationary,0.0,2,Withdrawn Ke 2,other
992306067,stationary,0.0,2,Withdrawn Ke 3,other
992306068,stationary,0.0,2,Withdrawn Ke 4,other
992306500,stationary,0.0,82,Hanko No 10,other
992306501,stationary,0.0,72,Skoldvik V-Ais,other
992306502,stationary,0.0,90,Reilander Virtual,other
992306504,stationary,0.0,78,Ulkomatala V-Ais,other
992306505,stationary,0.0,82,Vastra Balkan V-Ais,other
992306506,stationary,0.0,68,Laituriallas 12,other
992306507,stationary,0.0,72,Laituriallas 10,other
992306508,stationary,0.0,70,Laituriallas 1,other
992306509,stationary,0.003,80,Nestebulk 4,other
992306750,stationary,0.0,2,Avoid Area 1,other
992306751,stationary,0.0,2,Avoid Area 2,other
992306752,stationary,0.0,2,Avoid Area 3,other
992306753,aton,20.455,6,Winter Pilot B Pos,other
992441023,aton,0.211,97,Wkb01381,other
992441024,stationary,0.016,84,Wkb01391,other
992570000,stationary,0.001,1794,Test Vaton,other
992571018,stationary,0.002,2,Ws173,other
992571124,aton,3.647,2,Kyv Oildrifter 10,other
992571181,aton,39.721,31,Fugro_Buoy_Ws190,other
992571424,stationary,0.0,2,Aton Test,other
992576410,aton,56.045,513,Virtual Aton(1),other
992576411,aton,42.985,108,Virtual Aton(2),other
992576412,aton,4.042,60,Bridge Closed,other
992576413,stationary,0.138,6,Restricted,other
992576440,stationary,0.0,24,Virtual Aton(1),other
992576441,stationary,0.0,24,No Trawling 500 M,other
992576500,aton,99.181,2606,Virtual Aton(1),other
992576501,aton,71.157,2328,Virtual Aton(2),other
992576502,aton,94.874,2178,Virtual Aton(3),other
992576503,aton,165.113,1716,Virtual Aton(4),other
992576504,aton,121.259,2156,Virtual Aton(5),other
992576505,aton,97.64,1300,Virtual Aton(6),other
992576506,aton,94.906,1706,Virtual Aton(7),other
992576507,aton,99.139,1487,Ref South,other
992576508,aton,98.999,714,Virtual Aton(9),other
992576509,aton,93.32,278,Virtual Aton(10),other
992576510,aton,93.509,914,Ref North,other
992576511,stationary,0.181,252,Bouy # 6,other
992576512,stationary,0.0,28,Bouy # 7,other
992576513,stationary,0.0,28,Bouy # 8,other
992576514,stationary,0.0,28,Bouy # 9,other
992576515,stationary,0.0,28,Bouy #10,other
992576800,stationary,0.009,340,MMSI 992576800,other
992576900,stationary,0.0,2,Sar Testtest,other
992610000,stationary,0.008,26,N.Port - R,other
992610800,stationary,0.003,1758,Meteo 12,other
992610801,stationary,0.0,486,12,other
992610802,aton,222.644,2244,Meteo Swinoujscie,other
992611110,aton,197.0,125,N.Port - R,other
992611130,stationary,0.0,300,Buoy 10,other
992611200,aton,3.558,118,Zn,other
992611300,aton,162.931,144,Zs,other
992611330,aton,13.327,1277,11,other
992611340,stationary,0.014,1430,12,other
992611400,stationary,0.019,130,By N2 Tp,other
992611564,stationary,0.003,2,By A Tp,other
992611566,aton,0.2,3,By 16 Tp,other
992611569,aton,1.557,8,By 13 Tp,other
992611570,aton,0.514,4,By 10 Tp,other
992611572,stationary,0.004,2,By 8 Tp,other
992611573,stationary,0.008,2,By 7 Tp,other
992611580,stationary,0.0,2,By N1 Tp,other
992611581,aton,0.677,48,By Reda Tp,other
992611600,aton,220.419,142,Hel,other
992611601,stationary,0.026,26,By 11 Tw,other
992611602,stationary,0.005,8,By 12 Tw,other
992611603,stationary,0.015,38,By 13 Tw,other
992611604,stationary,0.041,62,By 14 Tw,other
992611616,stationary,0.016,36,By 37 Tw,other
992611690,stationary,0.03,62,By 1 Tw,other
992611691,stationary,0.017,62,By 2 Tw,other
992611692,stationary,0.03,156,By 3 Tw,other
992611693,stationary,0.027,184,By 4 Tw,other
992611698,stationary,0.034,12,By 9 Tw,other
992611699,stationary,0.019,12,By 10 Tw,other
992611782,aton,25.914,8,By Ko 1,other
992611783,aton,19.664,4,By Ko 2,other
992611784,stationary,0.0,2,By Ko 3,other
992611785,aton,0.475,261,By Ko 4,other
992611786,stationary,0.0,2,By Ko 5,other
992611787,stationary,0.002,2,By Lng1,other
992611788,stationary,0.002,2,By Lng2 Tp,other
992611789,aton,23.652,8,By Lng 3,other
992611911,stationary,0.006,4,Dn G-E,other
992611916,aton,6.875,230,By Mz-1 Tw,other
992611917,stationary,0.031,190,By Mz-2 Tw,other
992611918,stationary,0.02,58,By Mz-3 Tw,other
992611919,stationary,0.03,86,By Mz-4 Tw,other
992611920,aton,9.838,4,By Mp Tw,other
992611921,aton,9.833,2,By 35 Tw,other
992611940,stationary,0.001,2,Blp-M2,other
992611941,stationary,0.071,38,Blp-M1,other
992611990,stationary,0.002,2,Boja Sc-49 Ais,other
992611993,aton,1.951,2,Boja Nc-01 Ais,other
992614101,stationary,0.0,288,Buoy 3,other
992614102,stationary,0.0,304,Buoy 11,other
992614103,stationary,0.0,296,Buoy 12,other
992614104,stationary,0.0,286,Buoy 15,other
992614105,stationary,0.0,304,Buoy 16,other
992614106,stationary,0.0,284,Buoy 19,other
992614107,stationary,0.0,300,Buoy 20,other
992614108,aton,78.998,303,Buoy 23,other
992614109,stationary,0.0,298,Buoy 24,other
992614110,stationary,0.0,300,Buoy 8/Elb,other
992614111,stationary,0.0,290,Buoy  Fro,other
992614112,stationary,0.0,294,Bn Elblag,other
992614113,stationary,0.0,286,Buoy Tol,other
992614114,stationary,0.0,294,Buoy Kat,other
992614115,stationary,0.0,298,Bn Gdansk,other
992614201,stationary,0.003,784,W-Gb,other
992614301,aton,45.451,28,Obstn,other
992614302,stationary,0.0,4,Obstn,other
992616946,stationary,0.001,76,Blp Tp1,other
992616947,stationary,0.002,76,Blp Tp6,other
992616948,stationary,0.0,70,Blp Tp10,other
992616949,stationary,0.0,6,Blp Tp13,other
992616950,stationary,0.001,72,Blp Tp15,other
992616951,stationary,0.0,74,Blp Tp49,other
992616952,stationary,0.001,68,Blp Tp33,other
992616953,stationary,0.0,6,Blp Tp31,other
992616954,stationary,0.0,4,Blp Tp61,other
992616955,stationary,0.001,68,Blp Tp30,other
992616956,stationary,0.001,66,Blp Tp27,other
992616957,stationary,0.001,70,Blp Tp22,other
992616958,stationary,0.0,62,Blp Tp19,other
992616959,stationary,0.028,58,Blp Oss West,other
992616960,stationary,0.012,70,Blp Oss East,other
992616994,stationary,0.027,6,Bk2-C4,other
992616995,stationary,0.035,14,Bk2-C1,other
992616996,stationary,0.029,10,Bk2-C2,other
992616997,stationary,0.031,8,Bk2-C3,other
992616998,stationary,0.041,6,Bk3_C1,other
992617000,stationary,0.042,6,Bk3_C3,other
992617001,stationary,0.033,6,Bk3_C4,other
992651001,stationary,0.003,414,Live Fire Exercis 1,other
992651002,stationary,0.0,414,Live Fire Exercis 2,other
992651003,stationary,0.0,414,Live Fire Exercis 3,other
992651004,stationary,0.003,414,Live Fire Exercis 4,other
992651005,stationary,0.003,414,Live Fire Exercis 5,other
992651006,aton,18.283,3204,M8 Ven,other
992651007,aton,569.866,404,Sodra Kvarken,other
992651009,aton,179.596,4,Live Fire Exercise 4,other
992651010,stationary,0.004,3202,Staffansbank East,other
992651011,stationary,0.0,3202,Center Point Of Turn,other
992651012,stationary,0.003,3202,V 07,other
992651013,aton,1.592,3203,V 09,other
992651014,stationary,0.006,3202,V 10,other
992651016,aton,48.567,3203,Ih 2,other
992651017,stationary,0.003,86,Remmargrund,other
992651018,stationary,0.0,6,S Kajgrund,other
992651019,stationary,0.002,3202,"Deep 8,1",other
992651020,aton,393.032,22,Swe Naval Exercise 4,other
992651021,aton,161.762,6,Live Fire Exercise 3,other
992651027,stationary,0.002,3202,Falkenberg 1,other
992651028,stationary,0.003,3202,Falkenberg 2,other
992651029,aton,388.345,172,Restricted Area 1,other
992651030,aton,413.26,246,Odas Huvudskar Ost,other
992651031,aton,411.661,12,Test Njord X,other
992651033,stationary,0.0,4,Diving Operation 4,other
992651034,stationary,0.003,132,Vartan 001,other
992651035,stationary,0.002,136,Vartan 002,other
992651036,stationary,0.002,130,Vartan 005,other
992651037,stationary,0.006,134,Vartan 004,other
992651038,aton,107.484,729,Damage Trebenningen,other
992651039,aton,362.172,98,Test Sma,other
992651040,aton,392.013,22,Swe Naval Exercise 6,other
992651041,aton,397.447,654,Area 13 Temporary 1,other
992651042,aton,81.825,2970,Damage Trebeningen,other
992651043,aton,57.364,222,Restricted Area 2,other
992651044,aton,79.495,224,Restricted Area 3,other
992651045,aton,96.27,224,Restricted Area 4,other
992651046,aton,91.783,182,Live Fire Exercis 5,other
992651047,aton,227.923,54,Karlskrona Approach,other
992651048,aton,390.398,80,Dammage Trebeningen,other
992651049,aton,64.812,30,Swe Naval Exercise 2,other
992651050,aton,392.117,274,Sma Test,other
992651052,stationary,0.0,78,Ref Point Lerskarsgr,other
992651053,aton,1.471,170,Ref Point Lerviksudd,other
992651054,stationary,0.003,160,Ref Point Revengegr,other
992651055,stationary,0.0,84,Ref Point Simpnasgr,other
992651056,stationary,0.002,154,Ref Point Svangen,other
992651057,stationary,0.0,2,Ref Point Vassarogr,other
992651058,aton,392.063,148,Diving Operation 2,other
992651059,aton,210.1,146,Diving Opertarion 3,other
992651060,aton,192.936,138,Diving Opertarion 3,other
992651061,aton,199.878,132,Diving Operation 2,other
992651062,aton,216.955,138,Diving Operation 6,other
992651063,aton,208.216,138,Diving Operation 5,other
992651064,aton,473.393,88,Diving Operation 4,other
992651065,aton,19.354,752,Diving Operation 3,other
992651066,aton,277.104,752,Diving Operation 2,other
992651067,aton,19.589,752,Diving Operation 1,other
992651068,aton,381.273,74,Diving Operation 6,other
992651069,aton,383.301,46,Diving Operation 5,other
992651070,aton,382.197,78,Diving Operation 4,other
992651071,aton,189.411,54,Diving Operation 6,other
992651072,aton,183.823,54,Diving Operation 5,other
992651073,aton,193.018,54,Diving Operation 4,other
992651074,aton,200.02,54,Diving Operation 3,other
992651075,aton,276.177,12,Live Fire Ex. 10,other
992651076,stationary,0.0,14,Live Fire Exercise 1,other
992651077,aton,278.897,24,Diving Operation 2,other
992651078,aton,297.107,14,Live Fire Exercise 2,other
992651080,aton,295.846,46,Swe Naval Exercise 3,other
992651081,aton,244.656,46,Live Fire Exercise 6,other
992651082,stationary,0.0,222,368,other
992651083,aton,408.097,172,Diving Op6,other
992651084,aton,382.337,176,Diving Op5,other
992651085,aton,373.077,174,Diving Op4,other
992651086,stationary,0.002,154,Diving Op3,other
992651087,aton,19.141,182,Diving Op2,other
992651088,aton,309.057,168,Diving Op1,other
992651089,aton,177.442,18,Live Fire Exercise 6,other
992651090,aton,150.029,20,Live Fire Exercise 5,other
992651091,aton,30.665,24,Live Fire Exercise 4,other
992651092,aton,29.537,24,Live Fire Exercise 3,other
992651093,aton,35.448,22,Live Fire Exercise 2,other
992651094,aton,32.932,22,Live Fire Exercise 1,other
992651095,aton,379.759,180,Live Fire Exercise 1,other
992651096,aton,377.292,180,Live Fire Exercise 3,other
992651097,aton,377.435,180,Live Fire Exercise 2,other
992651098,aton,386.97,202,Live Fire Exercise 4,other
992651099,aton,282.35,18,Live Fire Ex. 11,other
992651100,aton,315.873,14,Live Fire Exercise 4,other
992652135,stationary,0.007,4,Ystad 1,other
992652162,stationary,0.01,22,Klintehamn 01,other
992656000,stationary,0.0,2,Test Sma 2,other
992656001,stationary,0.0,4,Test Sma 3,other
992656004,stationary,0.0,2,Test Sma 4,other
992656011,aton,90.581,20,Sma Test,other
992656016,stationary,0.0,16,Test Sma1,other
992656017,stationary,0.0,18,Test Sma1,other
992656019,stationary,0.0,4,Test Sma 1,other
992656022,stationary,0.0,18,Test Sma1,other
992751075,stationary,0.006,4,Daugavgriva Light,other
992751470,stationary,0.066,16,Mikelbaka Light,other
992761003,stationary,0.002,2,Buoy-157,other
992761008,stationary,0.024,10,Buoy-205,other
992761009,stationary,0.015,8,Buoy-211,other
992761010,stationary,0.006,4,Buoy-212,other
992761011,stationary,0.002,4,Buoy-213,other
992761012,stationary,0.001,2,Buoy-225,other
992761013,stationary,0.014,12,Buoy-295,other
992761014,stationary,0.025,4,Buoy-368,other
992761015,stationary,0.007,6,Buoy-369,other
992761016,stationary,0.024,10,Buoy-370,other
992761017,stationary,0.016,8,Buoy-382,other
992761018,stationary,0.039,24,Buoy-415,other
992761019,stationary,0.038,30,Buoy-634,other
992761020,stationary,0.041,28,Buoy-650,other
992761021,stationary,0.05,62,Buoy-674,other
992761022,stationary,0.033,32,Buoy-850,other
992761023,stationary,0.045,32,Buoy-861,other
992761024,stationary,0.049,102,Buoy-920,other
992761025,stationary,0.05,98,Buoy-929,other
992761026,stationary,0.038,70,Buoy-944,other
992761037,stationary,0.038,36,Buoy-997,other
992761084,stationary,0.013,22,Buoy-875,other
992761085,stationary,0.029,14,Buoy-876,other
992761086,stationary,0.05,94,Buoy-927,other
992766001,stationary,0.0,16,V-Hobulaid_Test,other
992766002,stationary,0.0,16,Vbuoytest 02,other
992771001,stationary,0.001,2,Eolos Fl200 Buoy E01,other
993380081,stationary,0.008,10,Cvow T1L11 Oss,other
993380082,stationary,0.008,34,Oss T2G07,other
993380083,stationary,0.012,32,Cvow T3G15,other
993700001,aton,443.46,9,Acoustic_Buoy01,other
993840001,aton,0.568,2,Rv Dana_Buoy01,other
